X,Y,SITEADDRESS,CITY,ZIPCODE,PERMITSTATUS,PERMITYEAR,PROJECTNAME,PROJECTDESCRIPTION,ISSUEDDATE,TOTALPAID,SUBAREA,NEIGHBORHOODAREA,SUBTYPE,ZONING,LOTSIZE
-122.181448421,47.624080701000004,1533 120th Ave NE,Bellevue,980052131,Issued,2021,E750 Sound Transit /Mass Electric,"connect to signal house.  *Walls, slab or underground only approved by Steve Leighton",2021/08/03 06:59:59+00,,Belred,Belred,Nonresidential,[BR-OR-2] Bel-Red-Office/Residential Node 2,161596.0
-122.17367309,47.6272433830001,1800 124th Ave NE,Bellevue,980052112,Issued,2021,Public Storage,A Nonresidential Alteration to Existing Structure Low Voltage Only Project Involving (20 Cable TV or Closed Circuit TV Coaxial Cable),2021/08/05 06:59:59+00,79.0,Belred,Belred,Nonresidential,[BR-OR] Bel-Red Office/Residential,229383.0
-122.182963511,47.6108404460001,11811 NE 1st St,Bellevue,980053033,Closed,2021,Eastridge - Suite 310,A Nonresidential Alteration to Existing Structure Electrical Project Involving (1 Added or Altered Branch Circuits),2021/08/02 06:59:59+00,71.0,Wilburton/ne 8th St,Wilburton,Nonresidential,[O] Office,103574.0
-122.188197968,47.5989159370001,1203 114th Ave SE,Bellevue,980046903,Closed,2021,E-Financial Ste 100,A Nonresidential Alteration to Existing Structure Electrical Project Involving (1 Receptacles),2021/08/06 06:59:59+00,89.0,Southwest Bellevue,West Bellevue,Nonresidential,[O] Office,
-122.190628749,47.601383243,11201 SE 8th St,Bellevue,98004642,Closed,2021,JMMK Law,A Nonresidential Alteration to Existing Structure Electrical,2021/07/16 06:59:59+00,242.0,Southwest Bellevue,West Bellevue,Nonresidential,[O] Office,219592.0
-122.186945344,47.626958079000104,1853 115th Ave NE,Bellevue,980043002,Closed,2021,Bright Seeds Academy,"A Nonresidential Repair or Replacement Electrical Project Involving (1 Receptacles, 2 Switches, 2 Added or Altered Branch Circuits)",2021/07/17 06:59:59+00,71.0,Belred,Belred,Nonresidential,[BR-MO] Bel-Red-Medical Office,10051.0
-122.18850545,47.602230522000106,11400 SE 8th St,Bellevue,980046431,Closed,2021,First American,"A Nonresidential Alteration to Existing Structure  Update lighting in reception, one conference room, and 2 offices/meeting rooms. Update lighting controls for new lighting. *Plan review waived by Chuck Murray",2021/07/21 06:59:59+00,634.0,Southwest Bellevue,West Bellevue,Nonresidential,[OLB] Office and Limited Business,402820.0
-122.16094255899999,47.6223252180001,13401 NE Bellevue-Redmond Rd,Bellevue,980052313,Issued,2021,Century One Building ALL 13401 NE BELLEVUE-REDMOND RD,A Nonresidential Repair or Replacement Electrical Project Involving (200 Light Fixtures),2021/07/23 06:59:59+00,222.0,Belred,Belred,Nonresidential,[BR-ORT] Bel-Red-Office/Residential Transition,90122.0
-122.186390556,47.607609804,301 116th Ave SE,Bellevue,980046401,Issued,2021,Ameriprise Financial ste 500,A Nonresidential Alteration to Existing Structure Low Voltage Only Project Involving (7 T-Stat or HVAC Controls),2021/07/27 06:59:59+00,86.0,Wilburton/ne 8th St,Wilburton,Nonresidential,[OLB] Office and Limited Business,157375.0
-122.17861715299999,47.6225647790001,1525 121st Ave NE,Bellevue,980052101,Issued,2021,Facebook TI - Block 7,A Nonresidential Alteration to Existing Structure Low Voltage Only Project Involving (1 T-Stat or HVAC Controls),2021/07/28 06:59:59+00,103.0,Belred,Belred,Nonresidential,[BR-OR-2] Bel-Red-Office/Residential Node 2,
-122.17873104700001,47.622413136000006,1550 121st Ave NE,Bellevue,980052101,Issued,2021,Facebook TI - Block 20,A Nonresidential Alteration to Existing Structure Low Voltage Only Project Involving (1 T-Stat or HVAC Controls),2021/07/28 06:59:59+00,536.0,Belred,Belred,Nonresidential,[BR-OR-1] Bel-Red-Office/Residential Node 1,
-122.189373164,47.605530721,11200 SE 6th St,Bellevue,980046403,Issued,2021,Bellevue Club Office,A Nonresidential Alteration to Existing Structure Electrical Project Involving (2 Light Fixtures),2021/07/28 06:59:59+00,71.0,Southwest Bellevue,West Bellevue,Nonresidential,[OLB] Office and Limited Business,394671.0
-122.17037279799999,47.62076522899999,12715 NE Bellevue-Redmond Rd  - Suite 140,Bellevue,98005263,Issued,2021,Dr. Yousefian Orthodontics,A Nonresidential Alteration to Existing Structure Low Voltage Only Project Involving (1 Telecommunications System),2021/07/28 06:59:59+00,65.0,Belred,Belred,Nonresidential,[BR-ORT] Bel-Red-Office/Residential Transition,
-122.182963511,47.6108404460001,11811 NE 1st St,Bellevue,980053033,Closed,2021,Eastridge - Suite A300,A Nonresidential Alteration to Existing Structure Low Voltage Only Project Involving (1 T-Stat or HVAC Controls),2021/08/04 06:59:59+00,52.0,Wilburton/ne 8th St,Wilburton,Nonresidential,[O] Office,103574.0
-122.168070376,47.6313666560001,2375 130th Ave NE  - Bldg 1,Bellevue,98005,Closed,2021,2375 130TH AVE NE,A Nonresidential Alteration to Existing Structure Electrical Project Involving (4 Receptacles),2021/08/12 06:59:59+00,71.0,Bridle Trails,Bridle Trails,Nonresidential,[PO] Professional Office,20145.0
-122.18557085,47.619560083000096,1038 116th Ave NE  - Bldg C,Bellevue,98004461,Closed,2021,DG Homes suite 310,"A Nonresidential Alteration to Existing Structure Electrical Project Involving (34 Light Fixtures, 23 Receptacles, 5 Switches, 1 Fan, 8 Added or Altered Branch Circuits)",2021/08/12 06:59:59+00,693.0,Belred,Belred,Nonresidential,[BR-MO-1] Bel-Red-Medical Office Node,
-122.165852985,47.6213115360001,13037 NE Bellevue-Redmond Rd,Bellevue,980052622,Issued,2021,"Fortress Development Group, LLC","A Nonresidential Alteration to Existing Structure Electrical Project Involving (16 Light Fixtures, 20 Receptacles, 2 Exit Sign, 1 Added or Altered Branch Circuits), 20-114753-BZ",2021/08/13 06:59:59+00,536.0,Belred,Belred,Nonresidential,[BR-ORT] Bel-Red-Office/Residential Transition,55755.0
-122.18596646399999,47.6280564690001,11522 NE 20th St,Bellevue,980043005,Issued,2021,Sue Romanick MD PLLC,A Nonresidential Alteration to Existing Structure Low Voltage Only Project Involving (1 Security System),2021/08/26 06:59:59+00,52.0,Belred,Belred,Nonresidential,[BR-MO] Bel-Red-Medical Office,8739.0
-122.18410966799999,47.627376358,1930 116th Ave NE,Bellevue,980043019,Closed,2021,CITC,"A Nonresidential Alteration to Existing Structure Electrical Project Involving (2 Receptacles, 1 Added or Altered Branch Circuits)",2021/08/09 06:59:59+00,117.0,Belred,Belred,Nonresidential,[BR-MO] Bel-Red-Medical Office,68830.0
-122.194873613,47.637905695,3055 112th Ave NE  - Bldg B,Bellevue,980048002,Closed,2021,Alderwood Landscape,A Nonresidential Alteration to Existing Structure Low Voltage Only Project Involving (16 Telecommunications System),2021/08/19 06:59:59+00,52.0,North Bellevue,Northwest Bellevue,Nonresidential,[OLB] Office and Limited Business,
-122.171095522,47.577481031000005,12600 SE 38th St,Bellevue,98006,Issued,2021,Vacant Suite 235,A Nonresidential Alteration to Existing Structure Electrical Project Involving (11 Light Fixtures),2021/08/20 06:59:59+00,294.0,Factoria,Factoria,Nonresidential,[O] Office,147321.0
-122.188226648,47.598253626,1300 114th Ave SE,Bellevue,980046936,Issued,2021,Cascade Behavioral Health Suite 100,"A Nonresidential Alteration to Existing Structure Low Voltage Only Project Involving (6 Cable TV or Closed Circuit TV Coaxial Cable, 40 Telecommunications System)",2021/08/17 06:59:59+00,86.0,Southwest Bellevue,West Bellevue,Nonresidential,[O] Office,
-122.18557085,47.619560083000096,1038 116th Ave NE  - Bldg C,Bellevue,98004461,Closed,2021,Design Market Suite 310,"A Nonresidential Alteration to Existing Structure Low Voltage Only Project Involving (1 T-Stat or HVAC Controls), 21 110061 BZ",2021/08/17 06:59:59+00,52.0,Belred,Belred,Nonresidential,[BR-MO-1] Bel-Red-Medical Office Node,
-122.18596646399999,47.6280564690001,11522 NE 20th St,Bellevue,980043005,Issued,2021,11522 NE 20TH ST,A Nonresidential Alteration to Existing Structure Low Voltage Only Project Involving (1 Security System),2021/08/18 06:59:59+00,52.0,Belred,Belred,Nonresidential,[BR-MO] Bel-Red-Medical Office,8739.0
-122.18981549899999,47.596510691999995,1756 114th Ave SE,Bellevue,980046931,Issued,2021,Edifecs - 2125020,"A Nonresidential Alteration to Existing Structure  Tenant Improvement - Lighting fixtures, circuit breakers, etc **Walls only, OK'd by Steve Leighton**",2021/08/20 06:59:59+00,308.0,Southwest Bellevue,West Bellevue,Nonresidential,[O] Office,302067.0
-122.14417181799999,47.577973038,14710 SE 36th St,Bellevue,98006,Issued,2021,Eastview Corporate Plaza,"A Nonresidential Alteration to Existing Structure Electrical Project Involving (2 Light Fixtures, 1 Well Pump, 3 Added or Altered Branch Circuits), 21 116688 TN",2021/08/18 06:59:59+00,693.0,Eastgate,Eastgate,Nonresidential,[O] Office,14998.0
-122.174338134,47.628685962000105,2020 124th Ave NE,Bellevue,980052118,Issued,2021,Seattle Residential Properties LLC,A Nonresidential Alteration to Existing Structure Low Voltage Only Project Involving (3 Security System),2021/08/23 06:59:59+00,52.0,Belred,Belred,Nonresidential,[BR-OR] Bel-Red Office/Residential,40443.0
-122.176711827,47.6191598440001,12301 NE 10th Pl,Bellevue,980052457,Issued,2021,Place 10 Bldg - common area,A Nonresidential Repair or Replacement Electrical Project Involving (75 Light Fixtures),2021/09/03 06:59:59+00,94.0,Wilburton/ne 8th St,Wilburton,Nonresidential,[O] Office,61164.0
-122.190085798,47.6045000660001,11245 SE 6th St,Bellevue,98004,Closed,2021,Simply Fun - Suite 110,A Nonresidential Alteration to Existing Structure Electrical Project Involving (315 Office Furniture),2021/09/07 06:59:59+00,80.0,Southwest Bellevue,West Bellevue,Nonresidential,[OLB] Office and Limited Business,
-122.12785280700001,47.62873562,2077 158th Ct NE  - Bldg D,Bellevue,980082409,Issued,2021,Terra Power,A Nonresidential Alteration to Existing Structure Electrical Project Involving (5 Added or Altered Branch Circuits),2021/09/07 06:59:59+00,289.0,Crossroads,Northeast Bellevue,Nonresidential,[O] Office,
-122.18981549899999,47.596510691999995,1756 114th Ave SE,Bellevue,980046931,Issued,2021,Edifecs,A Nonresidential Addition to Existing Structure Low Voltage Only Project Involving (100 Telecommunications System),2021/08/26 06:59:59+00,140.0,Southwest Bellevue,West Bellevue,Nonresidential,[O] Office,302067.0
-122.187614091,47.605872711000096,405 114th Ave SE,Bellevue,980046424,Closed,2021,Cordova Ste 300,A Nonresidential Alteration to Existing Structure Low Voltage Only Project Involving (10 T-Stat or HVAC Controls),2021/08/27 06:59:59+00,52.0,Southwest Bellevue,West Bellevue,Nonresidential,[OLB] Office and Limited Business,77549.0
-122.18959918899999,47.628009969000104,1980 112th Ave NE,Bellevue,980042914,Issued,2021,1980 112th LLC Rooftop,A Nonresidential Alteration to Existing Structure Electrical Project Involving (12 HVAC Equipment - Outside),2021/08/27 06:59:59+00,235.0,North Bellevue,Northwest Bellevue,Nonresidential,[O] Office,45447.0
-122.18728235299999,47.6050372220001,11400 SE 6th St,Bellevue,980046423,Issued,2021,VALUE VILLAGE,"A Nonresidential New Structure Low Voltage Only Project Involving (1 Intercom and Communication, 2 Security System)",2021/08/30 06:59:59+00,343.0,Southwest Bellevue,West Bellevue,Nonresidential,[OLB] Office and Limited Business,119921.0
-122.190345271,47.60450291000011,11225 SE 6th St,Bellevue,98004,Closed,2021,Oseran Hahn Ste 100,A Nonresidential Alteration to Existing Structure Low Voltage Only Project Involving (92 Intercom and Communication),2021/08/09 06:59:59+00,132.0,Southwest Bellevue,West Bellevue,Nonresidential,[OLB] Office and Limited Business,
-122.187614091,47.605872711000096,405 114th Ave SE,Bellevue,980046424,Closed,2021,Cordova Ste 300,A Nonresidential Alteration to Existing Structure Low Voltage Only Project Involving (2 Telecommunications System),2021/08/09 06:59:59+00,100.0,Southwest Bellevue,West Bellevue,Nonresidential,[OLB] Office and Limited Business,77549.0
-122.12837744299999,47.628405453,2035 158th Ct NE  - Bldg D-2,Bellevue,980082409,Issued,2021,Postmate,A Nonresidential Alteration to Existing Structure Low Voltage Only Project Involving (1 Security System),2021/08/10 06:59:59+00,52.0,Crossroads,Northeast Bellevue,Nonresidential,[O] Office,
-122.187614091,47.605872711000096,405 114th Ave SE,Bellevue,980046424,Closed,2021,J&J Bellevue Courtside LLC,A Nonresidential Alteration to Existing Structure Low Voltage Only Project Involving (2 Security System),2021/08/11 06:59:59+00,458.0,Southwest Bellevue,West Bellevue,Nonresidential,[OLB] Office and Limited Business,77549.0
-122.19076464,47.63540792,2755 Northup Way,Bellevue,980051403,Closed,2021,SE03404,"A Nonresidential Alteration to Existing Structure Project Installing {1-Added or Altered Branch Circuits, 1-Other Equipment} Wire 200 amp rectifier from Panel to new cabinet. **Plan review waived by Steve Leighton**",2021/08/19 06:59:59+00,264.0,North Bellevue,Northwest Bellevue,Nonresidential,[OLB] Office and Limited Business,4513.0
-122.127868702,47.629201816000005,2125 158th Ct NE  - Bldg C,Bellevue,980082409,Issued,2021,Bellevue Technical Center,"A Nonresidential Alteration to Existing Structure Electrical Project Involving (9 Light Fixtures, 3 Receptacles, 4 Exit Sign, 3 Added or Altered Branch Circuits)",2021/08/11 06:59:59+00,423.0,Crossroads,Northeast Bellevue,Nonresidential,[O] Office,
-122.190124759,47.6377464380001,3006 Northup Way,Bellevue,980041407,Issued,2021,Tesla,A Nonresidential Alteration to Existing Structure Low Voltage Only Project Involving (98 Telecommunications System),2021/08/25 06:59:59+00,245.0,North Bellevue,Northwest Bellevue,Nonresidential,[OLB] Office and Limited Business,100173.0
-122.194873613,47.637905695,3055 112th Ave NE  - Bldg B,Bellevue,980048002,Closed,2021,BLDG B - Suite B120,A Nonresidential Alteration to Existing Structure Electrical,2021/09/01 06:59:59+00,162.0,North Bellevue,Northwest Bellevue,Nonresidential,[OLB] Office and Limited Business,
-122.17861715299999,47.6225647790001,1525 121st Ave NE,Bellevue,980052101,Issued,2021,Facebook Spring District,A Nonresidential New Structure Low Voltage Only Project Involving (65 Security System),2021/09/01 06:59:59+00,662.0,Belred,Belred,Nonresidential,[BR-OR-2] Bel-Red-Office/Residential Node 2,
-122.17873104700001,47.622413136000006,1550 121st Ave NE,Bellevue,980052101,Issued,2021,Facebook Spring District,A Nonresidential New Structure Low Voltage Only Project Involving (233 Security System),2021/09/01 06:59:59+00,1377.0,Belred,Belred,Nonresidential,[BR-OR-1] Bel-Red-Office/Residential Node 1,
-122.129280406,47.58334700100001,3003 160th Ave SE  - Bldg C,Bellevue,98008,Issued,2021,3003 160TH AVE SE,A Nonresidential Alteration to Existing Structure Low Voltage Only Project Involving (5 Security System),2021/09/09 06:59:59+00,90.0,Eastgate,Eastgate,Nonresidential,[OLB-OS] Office & Limited Business-Open Space,251818.0
-122.131153914,47.583481807000105,3009 160th Ave SE  - Bldg B,Bellevue,98008,Issued,2021,3009 160TH AVE SE,A Nonresidential Alteration to Existing Structure Low Voltage Only Project Involving (4 Security System),2021/09/09 06:59:59+00,87.0,Eastgate,Eastgate,Nonresidential,[OLB-OS] Office & Limited Business-Open Space,89841.0
-122.130819206,47.584189237,3007 160th Ave SE  - Bldg A,Bellevue,98008,Issued,2021,3007 160TH AVE SE,A Nonresidential Alteration to Existing Structure Low Voltage Only Project Involving (4 Security System),2021/09/09 06:59:59+00,97.0,Eastgate,Eastgate,Nonresidential,[OLB-OS] Office & Limited Business-Open Space,81540.0
-122.17037279799999,47.62076522899999,12715 NE Bellevue-Redmond Rd  - Suite 110,Bellevue,98005263,Issued,2021,yousefian northodontics,"Install receptacles per plan, add 13 can lights, relocate 6 troffers, eliminate 2 troffer, install power for x-ray, 21102074 BZ *walls only approved by Chuck Murray",2021/09/21 06:59:59+00,731.0,Belred,Belred,Nonresidential,[BR-ORT] Bel-Red-Office/Residential Transition,
-122.143420548,47.608494863000004,35 148th Ave SE,Bellevue,980065166,Issued,2021,bellevue family dentistry ac units,"A Nonresidential Alteration to Existing Structure Project Installing {2-Air Conditioner, 2-Feeder} disconnecting two existing ac units and hooking up two new ac units.  **Plan review waived by C. Murray",2021/09/24 06:59:59+00,424.0,Southeast Bellevue,Lake Hills,Nonresidential,[O] Office,16195.0
-122.18509358,47.623260073000004,1414 116th Ave NE,Bellevue,980043801,Issued,2021,DERMATOLOGY ARTS,"A Nonresidential Repair or Replacement Electrical Project Involving (24 Light Fixtures, 2 Receptacles, 4 Added or Altered Branch Circuits)",2021/09/21 06:59:59+00,478.0,Belred,Belred,Nonresidential,[BR-MO] Bel-Red-Medical Office,53242.0
-122.152882634,47.632211452,14030 NE 24th St,Bellevue,980073729,Issued,2021,Eastside Dermatology,"A Nonresidential Alteration to Existing Structure Low Voltage Only Project Involving (2 Security System, 25 Telecommunications System)",2021/09/21 06:59:59+00,70.0,Bridle Trails,Bridle Trails,Nonresidential,[PO] Professional Office,39588.0
-122.190344272,47.628396638000005,2000 112th Ave NE,Bellevue,980042913,Issued,2021,Macadam Floor and Design,"A Nonresidential Alteration to Existing Structure Electrical Project Involving (4 Small Kitchen Appliance, 1 Dishwasher, 1 Garbage Disposal, 25 Light Fixtures, 24 Receptacles, 8 Switches, 7 Exit Sign, 1 Fan, 10 Added or Altered Branch Circuits), 21 116291 BZ",2021/09/15 06:59:59+00,370.0,North Bellevue,Northwest Bellevue,Nonresidential,[O] Office,27372.0
-122.18728235299999,47.6050372220001,11400 SE 6th St,Bellevue,980046423,Issued,2021,Savers,"A Nonresidential Alteration to Existing Structure Low Voltage Only Project Involving (30 Speaker Wire, 20 Security System, 190 Telecommunications System)",2021/09/22 06:59:59+00,510.0,Southwest Bellevue,West Bellevue,Nonresidential,[OLB] Office and Limited Business,119921.0
-122.18557085,47.619560083000096,1038 116th Ave NE  - Bldg C,Bellevue,98004461,Issued,2021,1038 116TH AVE NE,"A Nonresidential Alteration to Existing Structure Low Voltage Only Project Involving (1 Security System, 1 Telecommunications System)",2021/09/16 06:59:59+00,62.0,Belred,Belred,Nonresidential,[BR-MO-1] Bel-Red-Medical Office Node,
-122.178844881,47.621306233999995,1327 121st Ave NE,Bellevue,980052101,Issued,2021,GOLFTEC,"A Nonresidential Alteration to Existing Structure Low Voltage Only Project Involving (1 T-Stat or HVAC Controls), 21 109129 BY",2021/09/17 06:59:59+00,52.0,Belred,Belred,Nonresidential,[BR-OR-2] Bel-Red-Office/Residential Node 2,
-122.187614091,47.605872711000096,405 114th Ave SE,Bellevue,980046424,Closed,2021,405 114TH AVE SE,"A Nonresidential Alteration to Existing Structure Electrical Project Involving (10 Office Furniture, 10 Added or Altered Branch Circuits)",2021/09/28 06:59:59+00,162.0,Southwest Bellevue,West Bellevue,Nonresidential,[OLB] Office and Limited Business,77549.0
-122.194873613,47.637905695,3055 112th Ave NE  - Bldg B,Bellevue,980048002,Issued,2021,3055 112TH AVE NE,"A Nonresidential Alteration to Existing Structure Electrical Project Involving (1 Light Fixtures, 2 Receptacles, 3 Added or Altered Branch Circuits)",2021/09/29 06:59:59+00,267.0,North Bellevue,Northwest Bellevue,Nonresidential,[OLB] Office and Limited Business,
-122.18410966799999,47.627376358,1930 116th Ave NE,Bellevue,980043019,Issued,2021,1930 116TH AVE NE,"A Nonresidential Alteration to Existing Structure Electrical Project Involving (1 Exit Sign, 1 Added or Altered Branch Circuits)",2021/09/29 06:59:59+00,71.0,Belred,Belred,Nonresidential,[BR-MO] Bel-Red-Medical Office,68830.0
-122.12616939200001,47.616468308,16023 NE 8th St,Bellevue,980083909,Issued,2021,16023 NE 8TH ST,A Nonresidential Alteration to Existing Structure Electrical,2021/09/29 06:59:59+00,71.0,Crossroads,Lake Hills,Nonresidential,[O] Office,36322.0
-122.12616939200001,47.616468308,16023 NE 8th St,Bellevue,980083909,Issued,2021,16023 NE 8TH ST,A Nonresidential Alteration to Existing Structure Electrical,2021/09/29 06:59:59+00,71.0,Crossroads,Lake Hills,Nonresidential,[O] Office,36322.0
-122.12677983299999,47.6205598060001,16000 NE 10th St,Bellevue,98008391,Issued,2021,16000 NE 10TH ST,A Nonresidential Alteration to Existing Structure Electrical,2021/09/29 06:59:59+00,71.0,Crossroads,Crossroads,Nonresidential,[O] Office,1164222.0
-122.18019314,47.6117649110001,150 120th Ave NE,Bellevue,98005,Issued,2021,150 120TH AVE NE,A Nonresidential New Structure Low Voltage Only Project Involving (85 Telecommunications System),2021/09/29 06:59:59+00,181.0,Wilburton/ne 8th St,Wilburton,Nonresidential,[O] Office,143349.0
-122.14884349100001,47.631448004,14335 NE 24th St  - Bldg B,Bellevue,980073739,Issued,2021,14335 NE 24TH ST,A Nonresidential Alteration to Existing Structure Low Voltage Only Project Involving (8 T-Stat or HVAC Controls),2021/09/29 06:59:59+00,52.0,Belred,Belred,Nonresidential,[BR-OR] Bel-Red Office/Residential,
-122.18019314,47.6117649110001,150 120th Ave NE,Bellevue,98005,Ready to Issue,2021,Windermere,Tenant Improvement.  *Plan review waived by Steve Leighton,,,Wilburton/ne 8th St,Wilburton,Nonresidential,[O] Office,143349.0
-122.18981549899999,47.596510691999995,1756 114th Ave SE,Bellevue,980046931,Issued,2021,Edifecs,A Nonresidential Alteration to Existing Structure Low Voltage Only Project Involving (27 T-Stat or HVAC Controls),2021/09/14 06:59:59+00,64.0,Southwest Bellevue,West Bellevue,Nonresidential,[O] Office,302067.0
-122.18410966799999,47.627376358,1930 116th Ave NE,Bellevue,980043019,Issued,2021,CITC,"A Nonresidential Alteration to Existing Structure Electrical Project Involving (8 Receptacles, 8 Added or Altered Branch Circuits)",2021/09/14 06:59:59+00,208.0,Belred,Belred,Nonresidential,[BR-MO] Bel-Red-Medical Office,68830.0
-122.176848762,47.629265373000095,12385 Northup Way,Bellevue,980051912,Closed,2021,Public Storage,"A Nonresidential Repair or Replacement Low Voltage Only Project Involving (44 Energy Management, 181 Lighting System)",2021/09/14 06:59:59+00,167.0,Belred,Belred,Nonresidential,[BR-OR] Bel-Red Office/Residential,65018.0
-122.17896052799999,47.6235203370001,12040 NE Spring Blvd,Bellevue,98005,Issued,2021,Turner Construction,"A Nonresidential Alteration to Existing Structure Electrical Project Involving (20 Light Fixtures, 20 Receptacles, 4 Switches, 24 Added or Altered Branch Circuits)",2021/09/15 06:59:59+00,1263.0,Belred,Belred,Nonresidential,[BR-OR-1] Bel-Red-Office/Residential Node 1,
-122.190124759,47.6377464380001,3006 Northup Way,Bellevue,980041407,Issued,2021,TESLA,"A Nonresidential Alteration to Existing Structure Electrical Project Involving (3 Receptacles, 5 Added or Altered Branch Circuits)",2021/09/10 06:59:59+00,222.0,North Bellevue,Northwest Bellevue,Nonresidential,[OLB] Office and Limited Business,100173.0
-122.186390556,47.607609804,301 116th Ave SE,Bellevue,980046401,Issued,2021,I405 Corporate Center - Suite 500 and Stairwells,A Nonresidential Alteration to Existing Structure Low Voltage Only Project Involving (1 Security System),2021/09/10 06:59:59+00,106.0,Wilburton/ne 8th St,Wilburton,Nonresidential,[OLB] Office and Limited Business,157375.0
-122.176711827,47.6191598440001,12301 NE 10th Pl,Bellevue,980052457,Issued,2021,CES Properties Suite 303,A Nonresidential Repair or Replacement Electrical Project Involving (11 Light Fixtures),2021/09/12 06:59:59+00,71.0,Wilburton/ne 8th St,Wilburton,Nonresidential,[O] Office,61164.0
-122.176711827,47.6191598440001,12301 NE 10th Pl,Bellevue,980052457,Issued,2021,TruckTrax Suite 305,A Nonresidential Repair or Replacement Electrical Project Involving (36 Light Fixtures),2021/09/12 06:59:59+00,139.0,Wilburton/ne 8th St,Wilburton,Nonresidential,[O] Office,61164.0
-122.176711827,47.6191598440001,12301 NE 10th Pl,Bellevue,980052457,Issued,2021,Regency Group Suite 301,A Nonresidential Repair or Replacement Electrical Project Involving (20 Light Fixtures),2021/09/12 06:59:59+00,84.0,Wilburton/ne 8th St,Wilburton,Nonresidential,[O] Office,61164.0
-122.176711827,47.6191598440001,12301 NE 10th Pl,Bellevue,980052457,Issued,2021,Hope Clinic Suite 302,A Nonresidential Repair or Replacement Electrical Project Involving (12 Light Fixtures),2021/09/12 06:59:59+00,71.0,Wilburton/ne 8th St,Wilburton,Nonresidential,[O] Office,61164.0
-122.17379900600001,47.621946188,1150 124th Ave NE,Bellevue,980052102,Issued,2021,Coca Cola,A Nonresidential Alteration to Existing Structure Electrical Project Involving (1 Light Fixtures),2021/09/13 06:59:59+00,117.0,Belred,Belred,Nonresidential,[BR-OR] Bel-Red Office/Residential,
-122.154088911,47.581822605000106,3180 139th Ave SE,Bellevue,98005,Closed,2021,NC Interactive Fl 5,A Nonresidential Alteration to Existing Structure Low Voltage Only Project Involving (4 Security System),2021/09/23 06:59:59+00,52.0,Eastgate,Eastgate,Nonresidential,[OLB] Office and Limited Business,48168.0
-122.176711827,47.6191598440001,12301 NE 10th Pl,Bellevue,980052457,Issued,2021,Northwest Laser & Surgery Center,A Nonresidential Repair or Replacement Electrical Project Involving (78 Light Fixtures),2021/09/27 06:59:59+00,152.0,Wilburton/ne 8th St,Wilburton,Nonresidential,[O] Office,61164.0
-122.176711827,47.6191598440001,12301 NE 10th Pl,Bellevue,980052457,Issued,2021,Northwest Vision Institute,A Nonresidential Repair or Replacement Electrical Project Involving (58 Light Fixtures),2021/09/27 06:59:59+00,121.0,Wilburton/ne 8th St,Wilburton,Nonresidential,[O] Office,61164.0
-122.176711827,47.6191598440001,12301 NE 10th Pl,Bellevue,980052457,Issued,2021,Harley H Hoppe & Associates,A Nonresidential Repair or Replacement Electrical Project Involving (22 Light Fixtures),2021/09/27 06:59:59+00,71.0,Wilburton/ne 8th St,Wilburton,Nonresidential,[O] Office,61164.0
-122.176711827,47.6191598440001,12301 NE 10th Pl,Bellevue,980052457,Issued,2021,"Refine MD, Northwest",A Nonresidential Repair or Replacement Electrical Project Involving (26 Light Fixtures),2021/09/27 06:59:59+00,81.0,Wilburton/ne 8th St,Wilburton,Nonresidential,[O] Office,61164.0
-122.176711827,47.6191598440001,12301 NE 10th Pl,Bellevue,980052457,Issued,2021,"The Women's Center, pllc",A Nonresidential Repair or Replacement Electrical Project Involving (16 Light Fixtures),2021/09/27 06:59:59+00,71.0,Wilburton/ne 8th St,Wilburton,Nonresidential,[O] Office,61164.0
-122.129903927,47.633597728999995,2661 NE Bellevue-Redmond Rd,Bellevue,980082142,Issued,2021,2661 NE BELLEVUE-REDMOND RD,"A Nonresidential Alteration to Existing Structure Electrical Project Involving (23 Light Fixtures, 5 Switches, 7 Added or Altered Branch Circuits)",2021/09/28 06:59:59+00,329.0,Crossroads,Northeast Bellevue,Nonresidential,[O] Office,61006.0
-122.190039805,47.622049848000096,1200 112th Ave NE  - Suite C-110,Bellevue,980043708,Issued,2021,1200 112TH AVE NE,"A Nonresidential Repair or Replacement Electrical Project Involving (1 Dishwasher, 2 Receptacles, 3 Added or Altered Branch Circuits)",2021/09/28 06:59:59+00,179.0,North Bellevue,Northwest Bellevue,Nonresidential,[OLB] Office and Limited Business,
-122.189187766,47.6360778660001,2800 Northup Way,Bellevue,98004144,Issued,2021,2800 NORTHUP WAY,A Nonresidential Alteration to Existing Structure Low Voltage Only Project Involving (23 T-Stat or HVAC Controls),2021/10/01 06:59:59+00,,North Bellevue,Northwest Bellevue,Nonresidential,[OLB] Office and Limited Business,219442.0
-122.191799699,47.638020956000005,2840 Northup Way,Bellevue,98004144,Issued,2021,2840 NORTHUP WAY,A Nonresidential Alteration to Existing Structure Low Voltage Only Project Involving (27 T-Stat or HVAC Controls),2021/10/01 06:59:59+00,,North Bellevue,Northwest Bellevue,Nonresidential,[OLB] Office and Limited Business,
-122.189541011,47.635947808000004,2820 Northup Way,Bellevue,98004144,Issued,2021,2820 NORTHUP WAY,A Nonresidential Alteration to Existing Structure Low Voltage Only Project Involving (28 T-Stat or HVAC Controls),2021/10/01 06:59:59+00,,North Bellevue,Northwest Bellevue,Nonresidential,[OLB] Office and Limited Business,
